model_name,precision,quant_method,dataset,tokens_per_second,accuracy,num_examples,ece,MCE,Brier_Score,Avg_Entropy,is_pareto
mistral-7b-nf4-kd-T8,4bit,nf4,hellaswag,962.7299319202831,0.4560000002384186,1000,0.06484265342354772,0.8371120691299438,0.24513091146945953,1.2872905731201172,True
llama1-7b-nf4-kd-Tt2_Ts1,4bit,nf4,hellaswag,1127.056968501842,0.7099999785423279,1000,0.3141394388973713,0.7757700681686401,0.288339763879776,1.2949256896972656,False
llama1-7b-nf4-kd-Tt3_Ts1,4bit,nf4,hellaswag,1139.5637051910103,0.6940000057220459,1000,0.3131711763739586,0.7442154288291931,0.29569220542907715,1.3118747472763062,False
llama1-7b-nf4-kd-Tt3_Ts2,4bit,nf4,hellaswag,1130.4314529524895,0.7080000042915344,1000,0.29610863748192784,0.8254292607307434,0.27858245372772217,1.2762913703918457,False
llama1-7b-nf4-kd-Tt4_Ts2,4bit,nf4,hellaswag,1117.3143866862442,0.6959999799728394,1000,0.284725865393877,0.8298897743225098,0.27636948227882385,1.2765073776245117,False
llama1-7b-nf4-kd-Tt4_Ts3,4bit,nf4,hellaswag,1124.2012202556596,0.7059999704360962,1000,0.28854064220190045,0.8318809270858765,0.27442803978919983,1.2694765329360962,False
llama1-7b-nf4-kd-Tt5_Ts2,4bit,nf4,hellaswag,1140.375101743508,0.6899999976158142,1000,0.2757216310203076,0.8397100567817688,0.274537056684494,1.2730828523635864,False
llama2-13b-nf4-kd-Tt2_Ts1,4bit,nf4,hellaswag,905.3741135915475,0.7519999742507935,1000,0.3454217927157879,0.7614037394523621,0.2882358729839325,1.2862964868545532,False
llama2-13b-nf4-kd-Tt3_Ts1,4bit,nf4,hellaswag,901.2424842652933,0.7450000047683716,1000,0.35767956253886224,0.7544090151786804,0.3023054301738739,1.3062727451324463,False
llama2-13b-nf4-kd-Tt3_Ts2,4bit,nf4,hellaswag,890.1738461702527,0.7630000114440918,1000,0.33976534205675124,0.8075518608093262,0.2801322042942047,1.2653900384902954,False
llama2-13b-nf4-kd-Tt4_Ts2,4bit,nf4,hellaswag,916.9526290092716,0.7490000128746033,1000,0.32365771892666817,0.8179002404212952,0.27538082003593445,1.2638131380081177,False
llama2-13b-nf4-kd-Tt4_Ts3,4bit,nf4,hellaswag,905.3922858276493,0.7649999856948853,1000,0.3363127738833427,0.4313498801445659,0.2783414125442505,1.259267807006836,False
llama2-13b-nf4-kd-Tt5_Ts2,4bit,nf4,hellaswag,905.5929502298131,0.7429999709129333,1000,0.3169323516786099,0.8297517895698547,0.27397841215133667,1.2626147270202637,False
mistral-7b-nf4-kd-Tt2_Ts1,4bit,nf4,hellaswag,959.1797331708111,0.5149999856948853,1000,0.13376422074437141,0.8282453417778015,0.255984902381897,1.2992010116577148,True
mistral-7b-nf4-kd-Tt3_Ts1,4bit,nf4,hellaswag,966.6833153162447,0.2980000078678131,1000,0.05922997856140138,0.7667779922485352,0.21287694573402405,1.33169686794281,False
mistral-7b-nf4-kd-Tt3_Ts2,4bit,nf4,hellaswag,938.5610187382968,0.44999998807907104,1000,0.06269547817111015,0.8360374271869659,0.24466514587402344,1.2912540435791016,True
mistral-7b-nf4-kd-Tt4_Ts2,4bit,nf4,hellaswag,979.6350011774638,0.3619999885559082,1000,0.03972437974810599,0.8416195511817932,0.23208971321582794,1.3002510070800781,True
mistral-7b-nf4-kd-Tt4_Ts3,4bit,nf4,hellaswag,962.5651440593615,0.5609999895095825,1000,0.16448302453756333,0.8290921747684479,0.26121944189071655,1.2796471118927002,True
mistral-7b-nf4-kd-Tt5_Ts2,4bit,nf4,hellaswag,958.1282329803081,0.3569999933242798,1000,0.04933306264877319,0.8790603876113892,0.2303546965122223,1.2946666479110718,False
llama1-7b,4bit,awq,hellaswag,671.840450488641,0.7328221201896667,10042,0.30396509605606953,0.37369686736096036,0.27196386456489563,1.2563263177871704,False
llama1-7b,16bit,fp16,hellaswag,1226.7493850728665,0.7394941449165344,10042,0.30861227132722785,0.3782837199752481,0.2719072997570038,1.2542246580123901,False
llama1-7b,4bit,gptq,hellaswag,4181.288713747266,0.7300338745117188,10042,0.3014676476606356,0.37372123816194047,0.27109935879707336,1.2561378479003906,True
llama1-7b,8bit,gptq,hellaswag,3883.0800686692037,0.7393945455551147,10042,0.3084618517618164,0.3771876813724664,0.2717564105987549,1.2541648149490356,True
llama1-7b,4bit,nf4,hellaswag,726.6779805072143,0.7342162728309631,10042,0.30212318019975204,0.36758704718884766,0.27005985379219055,1.2517390251159668,False
mistral-7b,awq,4bit,hellaswag,1221.305678127591,0.8191595077514648,10042,0.28249651112301943,0.35189196799360756,0.20478035509586334,1.1136852502822876,False
mistral-7b,fp16,16bit,hellaswag,2224.9205604460294,0.8293168544769287,10042,0.2770832964912683,0.34758699740936505,0.1970895528793335,1.088189721107483,True
mistral-7b,gptq,4bit,hellaswag,1002.4127952224667,0.8246365189552307,10042,0.2892616305858627,0.48699261248111725,0.2069213092327118,1.115905523300171,False
mistral-7b,gptq,8bit,hellaswag,1007.5904496749449,0.8190599679946899,10042,0.2827223077181966,0.35253569803475426,0.20552045106887817,1.113970398902893,False
mistral-7b,nf4,4bit,hellaswag,788.6075742974367,0.8259310722351074,10042,0.27929981359742695,0.35542762012955564,0.20116837322711945,1.097362995147705,False
llama2-13b,awq,4bit,hellaswag,928.4388427594207,0.7720573544502258,10042,0.33204789163818926,0.411964701830185,0.2700314223766327,1.2458375692367554,False
llama2-13b,gptq,4bit,hellaswag,2179.7299392803675,0.7663812041282654,10042,0.3272812951788725,0.40242942215442135,0.2694176733493805,1.2466939687728882,False
llama2-13b,gptq,8bit,hellaswag,865.2635077738311,0.7725552916526794,10042,0.3309220749884102,0.4121412728583975,0.2683892250061035,1.2439979314804077,False
llama2-13b,nf4,4bit,hellaswag,734.6644635730757,0.7689703106880188,10042,0.3294179332348911,0.4053896324327625,0.26990681886672974,1.2461799383163452,False
llama2-13b,fp16,16bit,hellaswag,1903.3941729728574,0.7728540301322937,10042,0.33126512799004687,0.41232695921205215,0.26850804686546326,1.24399995803833,False
