model_name,precision,quant_method,dataset,tokens_per_second,accuracy,num_examples,ece,MCE,Brier_Score,Avg_Entropy,is_pareto
llama2-13b-nf4-kd-T8,4bit,nf4,triviaqa,21.82329097020601,0.7440000176429749,1000,0.16908905293047433,0.9468074440956116,0.22300128638744354,1.504665732383728,False
mistral-7b-nf4-kd-T1,4bit,nf4,triviaqa,24.35678487320109,0.6349999904632568,1000,0.027606762617826422,0.31075024604797363,0.22581277787685394,1.2327191829681396,True
mistral-7b-nf4-kd-T12,4bit,nf4,triviaqa,24.567682682461264,0.4300000071525574,1000,0.10454675684869291,0.4586077224124562,0.25727933645248413,1.851770043373108,False
mistral-7b-nf4-kd-T16,4bit,nf4,triviaqa,23.821984711841704,0.3009999990463257,1000,0.2708675160557032,0.7417207147393908,0.2786230444908142,1.8045114278793335,False
mistral-7b-nf4-kd-T2,4bit,nf4,triviaqa,25.797724447698812,0.6660000085830688,1000,0.08605202886462213,0.6281300485134125,0.21497534215450287,0.6885400414466858,False
mistral-7b-nf4-kd-T4,4bit,nf4,triviaqa,25.069275665142744,0.49799999594688416,1000,0.09444066530466082,0.65060193836689,0.2554720342159271,1.3906458616256714,False
mistral-7b-nf4-kd-T8,4bit,nf4,triviaqa,24.432812614812118,0.39500001072883606,1000,0.12657927441596983,0.43368012905120845,0.24309919774532318,1.8737480640411377,False
llama1-7b-nf4-kd-Tt2_Ts1,4bit,nf4,triviaqa,26.59654410633441,0.6539999842643738,1000,0.4259956102520227,0.6231324076652527,0.4012314975261688,5.750613212585449,False
llama1-7b-nf4-kd-Tt3_Ts1,4bit,nf4,triviaqa,26.941915733320744,0.6029999852180481,1000,0.5270236775223167,0.5757786444688248,0.5142627954483032,8.671649932861328,False
llama1-7b-nf4-kd-Tt3_Ts2,4bit,nf4,triviaqa,26.792387138940136,0.6480000019073486,1000,0.13636695180833344,0.25138053960270357,0.23973247408866882,2.5203640460968018,False
llama1-7b-nf4-kd-Tt4_Ts2,4bit,nf4,triviaqa,26.379896374506867,0.6169999837875366,1000,0.18218299548327924,0.8234359622001648,0.2573564052581787,3.5343098640441895,False
llama1-7b-nf4-kd-Tt4_Ts3,4bit,nf4,triviaqa,26.550676027233276,0.6499999761581421,1000,0.0767366438508034,0.2037749003480982,0.22790174186229706,1.8717131614685059,False
llama1-7b-nf4-kd-Tt5_Ts2,4bit,nf4,triviaqa,26.978263305883925,0.6050000190734863,1000,0.19967152050137515,0.7648075620333353,0.27059394121170044,4.183010578155518,False
llama2-13b-nf4-kd-Tt2_Ts1,4bit,nf4,triviaqa,21.533367121772862,0.7360000014305115,1000,0.5456854413375258,0.5817212585618,0.49132296442985535,6.1182637214660645,False
llama2-13b-nf4-kd-Tt3_Ts1,4bit,nf4,triviaqa,21.35073287275833,0.7080000042915344,1000,0.6354396475944668,0.6602503575700203,0.6110553741455078,8.787797927856445,False
llama2-13b-nf4-kd-Tt3_Ts2,4bit,nf4,triviaqa,21.256662860924166,0.7390000224113464,1000,0.2683984901309013,0.9033262729644775,0.2655394375324249,2.589317798614502,False
llama2-13b-nf4-kd-Tt4_Ts2,4bit,nf4,triviaqa,21.396013215916653,0.7300000190734863,1000,0.3091653529703617,0.822092592716217,0.29132983088493347,3.631183385848999,False
llama2-13b-nf4-kd-Tt4_Ts3,4bit,nf4,triviaqa,21.469171897752894,0.7379999756813049,1000,0.1970979598611593,0.9448214769363403,0.23799937963485718,1.9270433187484741,False
llama2-13b-nf4-kd-Tt5_Ts2,4bit,nf4,triviaqa,21.633076427460814,0.7179999947547913,1000,0.3252115640938282,0.7619656622409821,0.3061867654323578,4.3459296226501465,False
mistral-7b-nf4-kd-Tt2_Ts1,4bit,nf4,triviaqa,24.36530137907511,0.5139999985694885,1000,0.19910501997172836,0.7685206532478333,0.2912023961544037,4.219482421875,False
mistral-7b-nf4-kd-Tt3_Ts1,4bit,nf4,triviaqa,24.07551772640926,0.07699999958276749,1000,0.016301117174327372,0.10722703114151955,0.0712556466460228,9.064925193786621,True
mistral-7b-nf4-kd-Tt3_Ts2,4bit,nf4,triviaqa,23.739635498778192,0.3070000112056732,1000,0.2756735857725144,0.7721537690536648,0.3119138777256012,1.898442029953003,False
mistral-7b-nf4-kd-Tt4_Ts2,4bit,nf4,triviaqa,24.912616279840464,0.13500000536441803,1000,0.33065144576132294,0.5519422292709351,0.2314695417881012,3.5487630367279053,False
mistral-7b-nf4-kd-Tt4_Ts3,4bit,nf4,triviaqa,24.268471914281896,0.4749999940395355,1000,0.06307410669326782,0.5414742912564959,0.25214987993240356,2.0394287109375,False
mistral-7b-nf4-kd-Tt5_Ts2,4bit,nf4,triviaqa,24.227275893270846,0.1420000046491623,1000,0.33020962062478065,0.751043975353241,0.24002566933631897,3.9097037315368652,False
llama1-7b,4bit,awq,triviaqa,28.76105308979196,0.6751560568809509,17944,0.07067095955590479,0.9525483250617981,0.2232690304517746,1.4693328142166138,True
llama1-7b,16bit,fp16,triviaqa,32.097374609296914,0.6853544116020203,17944,0.08369208705568758,0.34330444335937504,0.2236216962337494,1.3902876377105713,False
llama1-7b,4bit,gptq,triviaqa,73.93959060045,0.649409294128418,17944,0.07632899202150636,0.6360811848064949,0.23387819528579712,1.3712496757507324,True
llama1-7b,8bit,gptq,triviaqa,68.12719491133483,0.6860231757164001,17944,0.08232045978161569,0.4097059071063995,0.22340886294841766,1.3901773691177368,True
llama1-7b,4bit,nf4,triviaqa,25.712568298936926,0.6616138815879822,17944,0.0749640441862962,0.7522624582052231,0.22801882028579712,1.1866426467895508,False
mistral-7b,awq,4bit,triviaqa,31.30175265682167,0.6853544116020203,17944,0.15454301171459847,0.33973401525746216,0.22884313762187958,0.414718359708786,False
mistral-7b,fp16,16bit,triviaqa,51.75219800396978,0.700512707233429,17944,0.14265594994661746,0.4565083682537079,0.22204729914665222,0.40154755115509033,True
mistral-7b,gptq,4bit,triviaqa,24.64255847809684,0.6806731820106506,17944,0.15247883353377367,0.19374504361064526,0.2310861200094223,0.431304931640625,False
mistral-7b,gptq,8bit,triviaqa,24.130612593554687,0.6777753233909607,17944,0.15504398378798911,0.3117854811928489,0.23476094007492065,0.42765799164772034,False
mistral-7b,nf4,4bit,triviaqa,23.8598228486308,0.68702632188797,17944,0.15813681119210055,0.3145486315091451,0.22981606423854828,0.3968563973903656,False
llama2-13b,awq,4bit,triviaqa,22.821871372338947,0.751448929309845,17944,0.15864672473948602,0.9452579518159231,0.2178538739681244,1.4882816076278687,True
llama2-13b,gptq,4bit,triviaqa,41.7402521522526,0.7544583082199097,17944,0.161705628201877,0.7638615803285078,0.22010071575641632,1.5467654466629028,True
llama2-13b,gptq,8bit,triviaqa,18.80365065838734,0.7671645283699036,17944,0.1624631774389632,0.948778972029686,0.2106620967388153,1.4341596364974976,True
llama2-13b,nf4,4bit,triviaqa,19.906941436190696,0.7568546533584595,17944,0.16644181321095633,0.9451739311218261,0.2163843959569931,1.479024887084961,False
llama2-13b,fp16,16bit,triviaqa,39.29295509313284,0.7671087980270386,17944,0.16448518070647666,0.9485268344481786,0.21095271408557892,1.4378550052642822,True
